nombre,artista,posicion,fecha_subida,fecha_lanzamiento,reproducciones,titulo,canal,fecha_publicacion,vistas
,,12,2024-07-10,,,DELIL & ‪@Avieqc - DEUTSCHRAP RESÜMEE (prod. Lord JKO & PTL),DELIL,2024-07-04,108704.0
,,13,2024-07-10,,,TJ_beastboy - 99 PROBLEMS ⚠️ [beat by Young Kira & outakey],TJ_bb,2024-07-05,140608.0
,,14,2024-07-10,,,Meshki x RaaSaa - Torie (Official Music Video),Meshki,2024-07-05,510490.0
,,15,2024-07-10,,,reezy - OPUS (Official video),reezy,2024-07-04,143897.0
,,16,2024-07-10,,,Kool Savas - Sandkastenfreunde (feat. Olli Banjo) (prod. Shootdown Beatz & Kwake),Kool Savas Official | Essah TV,2024-07-04,147595.0
,,17,2024-07-10,,,"Quavo, Lana Del Rey - Tough (Official Video)",QuavoVEVO,2024-07-03,5571354.0
,,18,2024-07-10,,,Xhensila x Ardian Bujupi x Noizy — Lamtumir [Official Video],Xhensila Myrtezaj,2024-06-22,11202788.0
,,19,2024-07-10,,,2TON - PIK PIK,2TONoffical,2024-07-08,367028.0
,,20,2024-07-10,,,KARDO x BANGWHITE x GOTTI - XWAVE (FÜR IMMER) [PROD. BY DIESER CARTER) (Official Video),XWAVE,2024-07-04,86233.0
,,21,2024-07-10,,,Snollebollekes X DJ Robin X Ikke Hüftgold - Links Rechts (Original Deutsch Version),Summerfield Records,2024-07-04,172338.0
,,22,2024-07-10,,,Tauba Tauba | Bad Newz | Vicky Kaushal | Triptii Dimri | Karan Aujla | In cinemas 19th July,Saregama Music,2024-07-02,37925861.0
,,23,2024-07-10,,,AZET & DARDAN - DALE (OFFICIAL VIDEO),KMNGANG,2024-06-27,574055.0
,,24,2024-07-10,,,Teddy Swims - Lose Control (Lyrics),Creative Chaos,2024-07-04,1058279.0
,,25,2024-07-10,,,Olexesh - YugoJebeDugo (prod. von Ersonic) [official video],385idéal,2024-07-04,109010.0
,,26,2024-07-10,,,Celo & Abdi x Amo - CHAMPION (prod. von m3) [Official Video],385idéal,2024-06-27,418476.0
,,27,2024-07-10,,,B.U.G. Mafia - Au! (feat. @MOZAKALIZA) (Prod. Tata Vlad) (Videoclip),B.U.G. Mafia,2024-07-03,1534829.0
,,28,2024-07-10,,,BUTRINT IMERI - TU MENU,AVD Digital,2024-06-20,10507786.0
,,29,2024-07-10,,,Sanja Vucic x Tea Tairovic - Marrakesh - Dubai | Official Video (EP || Makadam 2024),Sanja Vučić,2024-07-01,1639181.0
,,30,2024-07-10,,,Jala Brat & Buba Corelli - Bez koda (GOAT SEASON PART TWO),IMPERIA,2024-06-28,2907638.0
,,1,2024-07-10,,,"Maria Becerra, Trueno, Big One - Cuando Te Vi | CROSSOVER #5",Big One,2024-06-28,16906779.0
,,2,2024-07-10,,,"Tiago PZK, Manuel Turizo - De Vuelta (Video Oficial)",Tiago PZK,2024-07-05,1176905.0
,,3,2024-07-10,,,"La China, L-Gante, Jairo Vera - Llora Como Un Arrepentido [feat. Gino Mella] (Video Oficial)",La China,2024-07-03,902411.0
,,4,2024-07-10,,,"Tiago PZK, Duki - RCP (Visualizer)",Tiago PZK,2024-07-05,914371.0
,,5,2024-07-10,,,"Tiago PZK, Nicki Nicole - Cristal (Visualizer)",Tiago PZK,2024-07-05,657140.0
,,6,2024-07-10,,,Perdonarte Para Que? - Eugenia Quevedo | LBC (En Vivo),Eugenia Quevedo,2024-06-20,3875567.0
,,7,2024-07-10,,,"Feid, ATL Jacob - LUNA (Letra/Lyrics)",Caribbean Breeze,2024-07-02,2504945.0
,,8,2024-07-10,,,Emilia - La_Playlist.mpeg (Official Video),EmiliaMusicVEVO,2024-06-20,5779611.0
,,9,2024-07-10,,,PELEAMOS  - ELAGGUME  (VIDEO OFICIAL),elaggume,2024-06-27,1022808.0
,,10,2024-07-10,,,VIUS - Albiceleste (Dale Dale Selección) (OFFICIAL VISUALIZER),VIUS,2024-07-08,160056.0
,,11,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,12,2024-07-10,,,Sticky (Sticky),KISS OF LIFE - Topic,2024-06-30,4879684.0
,,13,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido | Coke Studio,KarolGVEVO,2024-06-25,21775531.0
,,14,2024-07-10,,,YSY A FT. DE LA GHETTO - LA JOYA DE ESTA ERA (PROD. KOKI LS),YSY A,2024-06-26,1521589.0
,,15,2024-07-10,,,"Myke Towers, Renn, Nio García, Yexel - MAQUILLAJE (Remix) Official Video",Myke Towers,2024-07-02,2861523.0
,,16,2024-07-10,,,Te Gusto Este Bambini,1.7mrto - Topic,2024-06-24,558472.0
,,17,2024-07-10,,,"Anuel AA, Ozuna,  DJ Luian, Mambo Kingz - Razones (Video Oficial)",Anuel AA,2024-06-28,22023765.0
,,18,2024-07-10,,,"Nico Mattioli, El Polaco - Cómo Podré (Video Oficial)",Nico Mattioli,2024-07-05,158939.0
,,19,2024-07-10,,,"Fer Vazquez, Chili Fernandez, Candu Domínguez, Zhae - Prometí (Video Oficial)",Fer Vazquez ,2024-06-26,1232448.0
,,20,2024-07-10,,,"WYA REMIX BLACK AND YELLOW ⚫️🟡 - (Video Oficial) J Abdiel, Anuel AA, Blessd, Izaak & Pirlo",J abdiel,2024-06-25,7950384.0
,,21,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,22,2024-07-10,,,"Carlos Rivera, Alexandre Pires - Usted Se Me Llevó la Vida (Video Oficial)",CarlosRiveraVEVO,2024-07-05,565428.0
,,23,2024-07-10,,,"Nicki Nicole, SAIKO - PERROS&GATA$ (Official Video)",nickinicoleVEVO,2024-06-27,1416571.0
,,24,2024-07-10,,,SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO),Sevdaliza,2024-06-28,13521294.0
,,25,2024-07-10,,,Lil Pani & Zaramay - BIG BOSS (Video Oficial),Lil Pani,2024-07-04,162354.0
,,26,2024-07-10,,,Flor Alvarez - MIX CUMBIA 2 -  Jurabas Tu / Inocente / Costumbres,Flor Alvarez,2024-07-05,206586.0
,,27,2024-07-10,,,"MESITA, DUKI - CEO (Video Oficial)",Mesita,2024-06-18,3893667.0
,,28,2024-07-10,,,CHAMUYERA - Jorgito barrionuevo x fauna miusic (VIDEO OFICIAL),Jorgito Barrionuevo,2024-07-05,73521.0
,,29,2024-07-10,,,Small girl (feat. D.O.) (Small girl),Lee Young Ji - Topic,2024-06-21,14709970.0
,,30,2024-07-10,,,No Vuelvo a Caer,La T y La M - Topic,2024-06-13,125589.0
,,1,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,2,2024-07-10,,,Tauba Tauba | Bad Newz | Vicky Kaushal | Triptii Dimri | Karan Aujla | In cinemas 19th July,Saregama Music,2024-07-02,37925861.0
,,3,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,4,2024-07-10,,,Eminem - Tobey feat. Big Sean & BabyTron (Official Music Video),Lyrical Lemonade,2024-07-08,5038187.0
,,5,2024-07-10,,,IDK HOW (MUSIC VIDEO) KARAN AUJLA  | FOUR ME EP  | LATEST PUNJABI SONGS 2024,Rehaan Records,2024-06-27,19126965.0
,,6,2024-07-10,,,BABYMONSTER - ‘FOREVER’ M/V,BABYMONSTER,2024-06-30,53449990.0
,,7,2024-07-10,,,"Quavo, Lana Del Rey - Tough (Official Video)",QuavoVEVO,2024-07-03,5571354.0
,,8,2024-07-10,,,Someone You Loved,Lewis Capaldi - Topic,2024-06-27,1275777.0
,,9,2024-07-10,,,60 Pound (Official Video) Gulab Sidhu | Gurlez Akhtar | Jang Dhillon | Iris Music | New Punjabi Song,Leaf Records,2024-07-04,4362358.0
,,10,2024-07-10,,,WHO THEY?,Karan Aujla - Topic,2024-06-26,3122570.0
,,11,2024-07-10,,,Post Malone ft. Blake Shelton - Pour Me A Drink (Official Video),PostMaloneVEVO,2024-06-24,8893812.0
,,12,2024-07-10,,,(여자)아이들((G)I-DLE) - '클락션 (Klaxon)' Official Music Video,(G)I-DLE (여자)아이들 (Official YouTube Channel),2024-07-08,11132196.0
,,13,2024-07-10,,,LISA - ROCKSTAR Dance Practice Video,LLOUD Official,2024-07-09,4396825.0
,,14,2024-07-10,,,The Kid LAROI - GIRLS (Official Video),TheKidLAROIVEVO,2024-06-28,3263655.0
,,15,2024-07-10,,,Teddy Swims - Lose Control (Lyrics),Creative Chaos,2024-07-04,1058279.0
,,16,2024-07-10,,,"Stefflon Don - Dilemma ft Sidhu Moose Wala, GuiltyBeatz & Steel Banglez (Official Music Video)",Stefflon Don,2024-06-24,9443720.0
,,17,2024-07-10,,,Shubh - Be Mine (Official Audio),SHUBH,2024-07-05,2615626.0
,,18,2024-07-10,,,Tommy Richman - MILLION DOLLAR BABY (Official Music Video),Tommy Richman,2024-07-05,1914245.0
,,19,2024-07-10,,,@Nijjar - Kneel (Official Music Video) Nijjar Ft. Gurlez Akhtar | New Punjabi Song 2024,NIJJAR,2024-07-08,2504750.0
,,20,2024-07-10,,,Complete - Dog The Boys,COMPLETE,2024-07-08,27639.0
,,21,2024-07-10,,,Mera Imam Hussain | Nadeem Sarwar | 45th Album - 2024 / 1446,Nadeem Sarwar,2024-07-09,2204380.0
,,22,2024-07-10,,,Purna Rai & Dajubhaiharu - Sparsha Sangeet,Purna Rai,2024-07-06,679535.0
,,23,2024-07-10,,,"ST MAN FT. LIL JHOLA, YUNG 22 & LIL NORZZA - INDIA  | OFFICIAL MUSIC VIDEO | 2024",ST MAN OFFICIAL,2024-06-28,2099379.0
,,24,2024-07-10,,,mgk - Sun to Me (Zach Bryan Cover) [Live from Cheshire Cottage],mgk,2024-06-26,2884411.0
,,25,2024-07-10,,,KISS OF LIFE (키스오브라이프) 'Sticky' Official Music Video,KISS OF LIFE,2024-06-30,14852609.0
,,26,2024-07-10,,,"CATCH ME IF YOU CAN - Negav, Quang Hùng MasterD, Nicky, Công Dương | Anh Trai Say Hi [Performance]",Vie Channel - MUSIC,2024-07-07,1809788.0
,,27,2024-07-10,,,King Gizzard & The Lizard Wizard - Le Risque (Official Video),KingGizzardVEVO,2024-07-09,185273.0
,,28,2024-07-10,,,LEHNGA : DILJIT DOSANJH | NEERU BAJWA | LATEST PUNJABI SONGS 2024 | NEW PUNJABI SONGS 2024,Speed Records,2024-06-20,16195070.0
,,29,2024-07-10,,,Sushant KC - Kya Kardiya (Official Music Video),Sushant KC,2024-06-22,2396611.0
,,30,2024-07-10,,,Khokhe (Official Video) Mankirt Aulakh | Pranjal Dahiya | Simar Kaur | Punjabi Song,Mankirat Aulakh,2024-07-03,8680377.0
,,1,2024-07-10,,,"FILHA DO DEPUTADO - MC IG, MC Ryan SP, Poze do Rodo e Oruam (GR6 Explode) DJ Glenner e Daltin Beat",GR6 EXPLODE,2024-06-26,11769844.0
,,2,2024-07-10,,,"MÓ TEMPÃO QUE TU NÃO FALA COMIGO - Oruam, RYAN SP, IG, Don Juan, PH, Vulgo FK, Paiva, Luuky, Kotim",Mainstreet Records,2024-07-02,2649116.0
,,3,2024-07-10,,,SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO),Sevdaliza,2024-06-28,13521294.0
,,4,2024-07-10,,,"[LANCE DE ESCOLA 03] Só um Beijo - Kysha e Mine, Stefan Baby",Kysha e Mine,2024-07-06,646978.0
,,5,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,6,2024-07-10,,,GUSTTAVO LIMA - MORAR NESSE MOTEL (VÍDEO OFICIAL),Gusttavo Lima Oficial,2024-06-28,11766145.0
,,7,2024-07-10,,,"300 No 7 - MC GP, MC J VILA,  MC LUUKY (DJ YURI PEDRADA) [VIDEOCLIPE OFICIAL] ativei o modo esquece$",MC GP,2024-07-04,578534.0
,,8,2024-07-10,,,Arrasada,Heitor Costa - Topic,2024-07-04,428429.0
,,9,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,10,2024-07-10,,,Valquiria Santana - Sempre Volto - Clipe Oficial,Valquiria Santana,2024-07-09,263069.0
,,11,2024-07-10,,,WIU - Rainha da Finesse,30PRAUM,2024-07-04,979579.0
,,12,2024-07-10,,,"[LANCE DE ESCOLA 02] Conselho da Mine - Kysha e Mine, Stefan Baby",Kysha e Mine,2024-07-02,918918.0
,,13,2024-07-10,,,Lud Session #4 feat. IZA (Live),LUDMILLA,2024-06-26,6548657.0
,,14,2024-07-10,,,"[LANCE DE ESCOLA 4] Recuperação - Kysha e Mine, Stefan Baby",Kysha e Mine,2024-07-09,229416.0
,,15,2024-07-10,,,"Amado Batista - A SAUDADE TÁ DOENDO - DVD ""Pétala""",Amado Batista,2024-07-04,650685.0
,,16,2024-07-10,,,♪ Scooby Dark (Scooby Doo AU) | Último Mistério | AniRap,AniRap,2024-07-07,346401.0
,,17,2024-07-10,,,"[LANCE DE ESCOLA 01] Lance de Escola - Kysha e Mine, Stefan Baby",Kysha e Mine,2024-06-29,1661896.0
,,18,2024-07-10,,,Yasmin Santos - Nem a Pau (Ao Vivo) ft. Simone Mendes,YasminSantosVEVO,2024-06-28,3599569.0
,,19,2024-07-10,,,♫ O FIM DA SELEÇÃO - BRASIL ELIMINADO DA COPA AMÉRICA | Paródia Taylor Swift - Blank Space,FutParódias,2024-07-08,452893.0
,,20,2024-07-10,,,Tu és + Águas Purificadoras (Ao Vivo),fhop music - Topic,2024-07-01,207689.0
,,21,2024-07-10,,,Te Maceto Depois Do Baile,DJ Zigão - Topic,2024-07-03,504460.0
,,22,2024-07-10,,,"EVANGELHO DO DIA 09/07/2024 | Mt 9, 32-38 | @PadreManzottiOficial",Padre Reginaldo Manzotti,2024-07-09,116332.0
,,23,2024-07-10,,,"Fred & Fabrício, Traia Véia - Poder de Mentir (Clipe Oficial)",Fred e Fabrício,2024-06-28,8797921.0
,,24,2024-07-10,,,"SENTA NA 45 - BOYUGO , ARTHURZINHO BATEDEIRA , ESCAMA REELS , DANILO CHATINHO , GUGU OFC #bregafunk",Boyugo,2024-06-24,1074352.0
,,25,2024-07-10,,,Gabriela Rocha & Fernandinho - Yahweh (Ao Vivo),Gabriela Rocha,2024-07-09,176983.0
,,26,2024-07-10,,,"DUZZ - ""PATRÍCIO'S"" (PROD. RUBRO)",duzz,2024-07-05,256507.0
,,27,2024-07-10,,,1. Tz da Coronel - Acordado eu sonho (Clipe Oficial),Tz da Coronel,2024-06-28,1000864.0
,,28,2024-07-10,,,Herobrine (Minecraft) - Sua Pele & Olhos Brancos | M4rkim,M4rkim,2024-07-07,258270.0
,,29,2024-07-10,,,♫ E SE OS JOGADORES FOSSEM EMOÇÕES DE DIVERTIDA MENTE? | Paródia Lil Boo Thang - Paul Russell,FutParódias,2024-07-05,472523.0
,,30,2024-07-10,,,"MTG Não Fosse Tão Tarde - Lou Garcia, DJ Luan Gomes",Lou Garcia,2024-07-04,417923.0
,,1,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,2,2024-07-10,,,Tauba Tauba | Bad Newz | Vicky Kaushal | Triptii Dimri | Karan Aujla | In cinemas 19th July,Saregama Music,2024-07-02,37925861.0
,,3,2024-07-10,,,Eminem - Tobey feat. Big Sean & BabyTron (Official Music Video),Lyrical Lemonade,2024-07-08,5038187.0
,,4,2024-07-10,,,IDK HOW (MUSIC VIDEO) KARAN AUJLA  | FOUR ME EP  | LATEST PUNJABI SONGS 2024,Rehaan Records,2024-06-27,19126965.0
,,5,2024-07-10,,,@Nijjar - Kneel (Official Music Video) Nijjar Ft. Gurlez Akhtar | New Punjabi Song 2024,NIJJAR,2024-07-08,2504750.0
,,6,2024-07-10,,,Shubh - Be Mine (Official Audio),SHUBH,2024-07-05,2615626.0
,,7,2024-07-10,,,60 Pound (Official Video) Gulab Sidhu | Gurlez Akhtar | Jang Dhillon | Iris Music | New Punjabi Song,Leaf Records,2024-07-04,4362358.0
,,8,2024-07-10,,,AKHIYAN - HARKIRAT SANGHA (OFFICIAL MUSIC VIDEO) | DARK CIRCLE DE JAYI NA,Harkirat Sangha,2024-07-06,925500.0
,,9,2024-07-10,,,WHO THEY?,Karan Aujla - Topic,2024-06-26,3122570.0
,,10,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,11,2024-07-10,,,"Quavo, Lana Del Rey - Tough (Official Video)",QuavoVEVO,2024-07-03,5571354.0
,,12,2024-07-10,,,Lost x Trappo - OT (Clip Officiel),Lost,2024-07-09,32039.0
,,13,2024-07-10,,,"Stefflon Don - Dilemma ft Sidhu Moose Wala, GuiltyBeatz & Steel Banglez (Official Music Video)",Stefflon Don,2024-06-24,9443720.0
,,14,2024-07-10,,,Air Hostess,Arjan Dhillon - Topic,2024-07-04,327071.0
,,15,2024-07-10,,,Someone You Loved,Lewis Capaldi - Topic,2024-06-27,1275777.0
,,16,2024-07-10,,,Kassam (Official Video) Garry Sandhu | New Punjabi Song 2024 | Fresh Media Records,Fresh Media Records,2024-07-04,2554568.0
,,17,2024-07-10,,,Teddy Swims - Lose Control (Lyrics),Creative Chaos,2024-07-04,1058279.0
,,18,2024-07-10,,,Khokhe (Official Video) Mankirt Aulakh | Pranjal Dahiya | Simar Kaur | Punjabi Song,Mankirat Aulakh,2024-07-03,8680377.0
,,19,2024-07-10,,,Tommy Richman - MILLION DOLLAR BABY (Official Music Video),Tommy Richman,2024-07-05,1914245.0
,,20,2024-07-10,,,Lies Lies Lies,Morgan Wallen - Topic,2024-07-04,819367.0
,,21,2024-07-10,,,(여자)아이들((G)I-DLE) - '클락션 (Klaxon)' Official Music Video,(G)I-DLE (여자)아이들 (Official YouTube Channel),2024-07-08,11132196.0
,,22,2024-07-10,,,Post Malone ft. Blake Shelton - Pour Me A Drink (Official Video),PostMaloneVEVO,2024-06-24,8893812.0
,,23,2024-07-10,,,BABYMONSTER - ‘FOREVER’ M/V,BABYMONSTER,2024-06-30,53449990.0
,,24,2024-07-10,,,Thank God (Official Video) Jordan Sandhu | Latest Punjabi Songs 2024 |  New Punjabi Songs 2024,Jordan Sandhu,2024-06-25,2706726.0
,,25,2024-07-10,,,BossMan Dlow - PJ Ft. Lil Baby (Official Video),BossMan Dlow,2024-07-09,746592.0
,,26,2024-07-10,,,WAKE UP CALL (Official Video) Gill Madhipuriya ft Prem Dhillon | Inder Dhammu,Prem Dhillon,2024-06-25,1942798.0
,,27,2024-07-10,,,The Kid LAROI - GIRLS (Official Video),TheKidLAROIVEVO,2024-06-28,3263655.0
,,28,2024-07-10,,,Filter | Official Song | Gulab Sidhu | Sukh Lotey | Geet Goraya | New Punjabi Songs 2024 |,Red Leaf Music,2024-06-21,13412094.0
,,29,2024-07-10,,,AMBRAN DE HAANI (Official Video)| Ranjit Bawa | Sweetaj Brar | Black Virus | Sukh Aamad |True Makers,Ranjit Bawa Music,2024-07-05,400748.0
,,30,2024-07-10,,,ACTIVE - SUKHA | PRODGK (OFFICIAL VIDEO),SUKHA,2024-06-28,654150.0
,,1,2024-07-10,,,LUNA DILE - GINO MELLA FT JULIANNO SOSA,Gino Mella,2024-07-05,558414.0
,,2,2024-07-10,,,JERE KLEIN x FRAN C - MI AUTOMOVIL (VIDEO OFICIAL),Fran C,2024-06-28,2062392.0
,,3,2024-07-10,,,"Kidd Voodoo, La Joaqui, Dysbit - Instinto (Video Oficial)",Kidd Voodoo,2024-07-04,436285.0
,,4,2024-07-10,,,Cris MJ - No Ponga Excusas (Video Oficial),Cris MJ,2024-06-21,8361447.0
,,5,2024-07-10,,,"Maria Becerra, Trueno, Big One - Cuando Te Vi | CROSSOVER #5",Big One,2024-06-28,16906779.0
,,6,2024-07-10,,,"Anuel AA, Ozuna,  DJ Luian, Mambo Kingz - Razones (Video Oficial)",Anuel AA,2024-06-28,22023765.0
,,7,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido (Official Video),KarolGVEVO,2024-06-21,50300408.0
,,8,2024-07-10,,,CORTE SERIA - KING SAVAGGE x LUCKY BROWN (PROD. ADAN LA AMENAZA) [VIDEO OFICIAL],King Savagge,2024-07-05,189125.0
,,9,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,10,2024-07-10,,,XIPETA - El Jordan 23 x @JOSSIEAIR x @gabitoberettalpf Prod By BigCvyu x LewisSomes (OfficialVideo),El Jordan 23,2024-06-28,807874.0
,,11,2024-07-10,,,Pablo Chill-E - GITANA ft Bryartz (prod. Savage Kreamly),Pablo Chill-E,2024-06-19,2873486.0
,,12,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,13,2024-07-10,,,"Myke Towers, Renn, Nio García, Yexel - MAQUILLAJE (Remix) Official Video",Myke Towers,2024-07-02,2861523.0
,,14,2024-07-10,,,JAIRO VERA - CASUALIDAD,Jairo Vera TV,2024-06-29,410070.0
,,15,2024-07-10,,,"WYA REMIX BLACK AND YELLOW ⚫️🟡 - (Video Oficial) J Abdiel, Anuel AA, Blessd, Izaak & Pirlo",J abdiel,2024-06-25,7950384.0
,,16,2024-07-10,,,"Feid, ATL Jacob - LUNA (Letra/Lyrics)",Caribbean Breeze,2024-07-02,2504945.0
,,17,2024-07-10,,,Se le Ve Bomba 💣 - Bayron Fire,BAYRON FIRE,2024-06-30,236669.0
,,18,2024-07-10,,,Te Gusto Este Bambini,1.7mrto - Topic,2024-06-24,558472.0
,,19,2024-07-10,,,"Tiago PZK, Manuel Turizo - De Vuelta (Video Oficial)",Tiago PZK,2024-07-05,1176905.0
,,20,2024-07-10,,,TWICE「DIVE」Music Video,TWICE JAPAN OFFICIAL YouTube Channel,2024-07-09,2069447.0
,,21,2024-07-10,,,SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO),Sevdaliza,2024-06-28,13521294.0
,,22,2024-07-10,,,PORSHE - BALBI EL CHAMAKO x EL BAI X MARCIANEKE (prod.by KidGenius x AndrehBred),Balbi El Chamako Oficial,2024-06-27,280934.0
,,23,2024-07-10,,,"SLAYTER, HADES66, BRYANT MYERS - 9x19 remix 🥷 (Official Video)",SLAYTER,2024-07-09,467223.0
,,24,2024-07-10,,,JULIANO CHIEFF - CLAP FEAT PABLO CHILL-E + IL NENE DE ORO (VIDEO OFICIAL),Juliano Chieff Tv,2024-06-25,324599.0
,,25,2024-07-10,,,"La China, L-Gante, Jairo Vera - Llora Como Un Arrepentido [feat. Gino Mella] (Video Oficial)",La China,2024-07-03,902411.0
,,26,2024-07-10,,,"Tiago PZK, Duki - RCP (Visualizer)",Tiago PZK,2024-07-05,914371.0
,,27,2024-07-10,,,지민 (Jimin) 'Smeraldo Garden Marching Band (feat. Loco)' Official Track Video,HYBE LABELS,2024-06-28,14808143.0
,,28,2024-07-10,,,JC REYES x YOVNGCHIMI x SLAYTER - 2xLL,LOS GREEN LANTERS,2024-07-04,1057113.0
,,29,2024-07-10,,,"Tiago PZK, Nicki Nicole - Cristal (Visualizer)",Tiago PZK,2024-07-05,657140.0
,,30,2024-07-10,,,Gigi Méndez - Somos Vinotinto (Video Oficial),Gigi Méndez,2024-06-29,2468468.0
,,1,2024-07-10,,,Miguel Bueno - Fan De Tus Ojos | Video Oficial,Miguel Bueno,2024-07-05,1384110.0
,,2,2024-07-10,,,KAROL G - Si Antes Te Hubiera Conocido (Official Video),KarolGVEVO,2024-06-21,50300408.0
,,3,2024-07-10,,,"Feid, ATL Jacob - LUNA (Letra/Lyrics)",Caribbean Breeze,2024-07-02,2504945.0
,,4,2024-07-10,,,"WYA REMIX BLACK AND YELLOW ⚫️🟡 - (Video Oficial) J Abdiel, Anuel AA, Blessd, Izaak & Pirlo",J abdiel,2024-06-25,7950384.0
,,5,2024-07-10,,,Kapo – Ohnana [Letra],Latin Union,2024-07-04,454709.0
,,6,2024-07-10,,,Greeicy - A Veces A Besos (Official Video),GreeicyVEVO,2024-06-21,6972018.0
,,7,2024-07-10,,,Romeo Santos - Imitadora (Letra/Lyrics),Eterna Vida,2024-07-02,758505.0
,,8,2024-07-10,,,"Myke Towers, Renn, Nio García, Yexel - MAQUILLAJE (Remix) Official Video",Myke Towers,2024-07-02,2861523.0
,,9,2024-07-10,,,Julian Daza | DIOS ME DIJO 🙏  (Video Oficial),Julian Daza,2024-06-27,910236.0
,,10,2024-07-10,,,"Anuel AA, Ozuna,  DJ Luian, Mambo Kingz - Razones (Video Oficial)",Anuel AA,2024-06-28,22023765.0
,,11,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
,,12,2024-07-10,,,Jhonny Rivera - El Provinciano (Video Oficial),Jhonny Rivera,2024-07-06,671858.0
,,13,2024-07-10,,,Kendrick Lamar - Not Like Us,KendrickLamarVEVO,2024-07-04,41928076.0
,,14,2024-07-10,,,SEVDALIZA - ALIBI FT. PABLLO VITTAR & YSEULT (OFFICIAL MUSIC VIDEO),Sevdaliza,2024-06-28,13521294.0
,,15,2024-07-10,,,"SLAYTER, HADES66, BRYANT MYERS - 9x19 remix 🥷 (Official Video)",SLAYTER,2024-07-09,467223.0
,,16,2024-07-10,,,"NIO GARCIA, BLESSD & SOG - MELA (Video Oficial)",Nio Garcia,2024-07-05,644759.0
,,17,2024-07-10,,,Gigi Méndez - Somos Vinotinto (Video Oficial),Gigi Méndez,2024-06-29,2468468.0
,,18,2024-07-10,,,MALO H,Leandro Santos - Topic,2024-07-01,211997.0
,,19,2024-07-10,,,@ClarentKP - La de Bassy,Clarent,2024-07-04,386753.0
,,20,2024-07-10,,,perfecta paz (live) - nxtwave (video oficial),Nxtwave,2024-07-02,140035.0
,,21,2024-07-10,,,"Maria Becerra, Trueno, Big One - Cuando Te Vi | CROSSOVER #5",Big One,2024-06-28,16906779.0
,,22,2024-07-10,,,COMO ASÍ? - LuisRa (Video Oficial - #OtraGeneracion),LuisRa,2024-07-05,60848.0
,,23,2024-07-10,,,Silvestre Dangond - LA VALLENATA (Official Video),SilvestreDangondVEVO,2024-06-20,1252913.0
,,24,2024-07-10,,,"Mirame - Blessd, Ovy On The Drums (letra)",THUNDER,2024-06-29,192629.0
,,25,2024-07-10,,,Ya No Eres la Misma,Mc Car - Topic,2024-06-28,77296.0
,,26,2024-07-10,,,Keyvin Ce - No Queda Nada (Video Oficial),Keyvin Ce,2024-06-28,516406.0
,,27,2024-07-10,,,"Mi Segunda Vida, Binomio De Oro de América - Video Letra",Codiscos,2024-07-02,61924.0
,,28,2024-07-10,,,지민 (Jimin) 'Smeraldo Garden Marching Band (feat. Loco)' Official Track Video,HYBE LABELS,2024-06-28,14808143.0
,,29,2024-07-10,,,TitoTrack #01 || Snoop Dogg x Jeanette  - Pq' Te Vas / Drop It Like It's Hot (Music Video),Tito Silva Music,2024-06-24,6042302.0
,,30,2024-07-10,,,"Residente, Jessie Reyez - El Encuentro (LIVE Session)",ResidenteVEVO,2024-07-04,574389.0
,,1,2024-07-10,,,Sticky (Sticky),KISS OF LIFE - Topic,2024-06-30,4879684.0
,,2,2024-07-10,,,(여자)아이들((G)I-DLE) - '클락션 (Klaxon)' Official Music Video,(G)I-DLE (여자)아이들 (Official YouTube Channel),2024-07-08,11132196.0
,,3,2024-07-10,,,Small girl (feat. D.O.) (Small girl),Lee Young Ji - Topic,2024-06-21,14709970.0
,,4,2024-07-10,,,Supernatural,NewJeans - Topic,2024-06-21,15044663.0
,,5,2024-07-10,,,LISA - ROCKSTAR (Official Music Video),LLOUD Official,2024-06-28,97008439.0
